ID,Age,Customer_Segment,Region,Preferred_Channel,Employment_Status,Annual_Income,Spending_Score,Savings_Amount,Loan_Amount,Years_with_Bank,Transaction_Count,Online_Purchases,In_Person_Purchases,Customer_Tenure,Credit_Score,Avg_Transaction_Value,Num_Bounced_Checks,Account_Balance,Referral_Count,Loyalty_Score,Has_Credit_Card,Has_Loan,target
3048,67,Platinum,West,Branch,Retired,49703.08,31,4100.67,11319.23,21,47,10,19,7,349.7,57.31,1,10140.4,1,4.0,1.0,0.0,1.0
3049,62,Gold,North,Branch,Self-Employed,61653.98,60,11053.53,8465.54,3,41,10,26,6,466.44,75.57,0,1888.32,3,7.0,1.0,1.0,0.0
3050,48,Platinum,North,Online,Employed,49731.08,88,16467.79,22142.13,20,28,11,14,2,252.97,71.66,1,3624.02,3,2.0,0.0,1.0,0.0
3051,20,Platinum,South,Branch,Self-Employed,43026.15,37,7945.62,6556.07,12,36,11,17,8,386.34,69.17,0,6868.35,1,8.0,1.0,0.0,1.0
3052,36,Silver,North,Phone,Retired,57241.85,73,5164.76,22189.55,18,33,10,20,4,160.68,70.72,0,3355.34,1,8.0,0.0,1.0,0.0
3053,57,Platinum,South,Branch,Self-Employed,41482.88,80,6571.6,16439.77,26,19,7,23,7,425.81,22.89,0,4551.06,1,5.0,1.0,0.0,0.0
3054,32,Silver,East,Phone,Unemployed,47414.11,26,971.38,15268.28,25,31,11,19,14,411.67,5.0,0,4009.78,2,9.0,0.0,1.0,1.0
3055,25,Silver,West,Online,Employed,44124.94,97,12286.54,21382.62,25,24,17,19,2,377.72,102.3,0,4521.28,2,4.0,0.0,0.0,0.0
3056,52,Silver,South,Branch,Employed,51524.84,87,0.0,21746.46,27,33,9,22,12,193.26,28.76,1,2131.59,2,8.0,1.0,1.0,1.0
3057,55,Bronze,North,Phone,Retired,58917.64,56,0.0,0.0,28,34,13,18,12,207.48,64.73,0,8817.04,4,10.0,0.0,1.0,1.0
3058,24,Bronze,South,Branch,Self-Employed,71704.16,13,29301.77,22703.31,21,22,8,17,11,501.46,51.3,0,7830.96,2,7.0,1.0,0.0,0.0
3059,32,Platinum,East,Branch,Retired,49855.03,63,7858.84,17122.02,29,33,16,33,6,406.88,61.46,0,2178.74,2,4.0,1.0,1.0,1.0
3060,53,Silver,North,Branch,Self-Employed,36939.08,6,11259.81,22716.28,0,25,15,17,3,222.06,68.22,0,5597.69,1,3.0,1.0,1.0,0.0
3061,68,Silver,East,Online,Employed,44361.08,94,23476.28,31755.63,8,42,1,21,8,325.87,61.31,1,6920.46,2,8.0,1.0,0.0,1.0
3062,42,Gold,South,Phone,Employed,75156.74,7,11380.88,7554.96,24,33,8,25,6,269.47,72.93,0,6791.19,3,1.0,1.0,1.0,1.0
3063,18,Gold,East,Branch,Self-Employed,72867.76,37,10248.2,11881.71,1,25,11,25,4,463.58,5.0,0,7734.83,3,10.0,0.0,0.0,0.0
3064,37,Gold,North,Phone,Employed,30369.74,58,11641.79,27447.7,8,27,10,15,2,362.62,106.35,1,2066.3,3,5.0,1.0,0.0,0.0
3065,62,Platinum,East,Online,Self-Employed,41203.77,10,14871.29,15380.3,12,37,7,15,1,445.46,57.59,0,4117.61,0,5.0,1.0,0.0,1.0
3066,48,Silver,East,Phone,Retired,14258.56,75,8351.25,14267.26,3,31,4,23,2,575.81,18.34,0,7194.0,3,1.0,1.0,0.0,0.0
3067,48,Gold,South,Phone,Unemployed,36592.5,84,18647.9,23301.35,13,23,8,21,9,317.23,56.04,0,1549.23,4,1.0,0.0,1.0,0.0
3068,52,Bronze,East,Online,Self-Employed,53475.96,14,4152.14,19327.42,0,32,8,18,12,375.79,54.39,2,3231.47,0,2.0,0.0,0.0,0.0
3069,59,Gold,West,Branch,Unemployed,50078.08,13,7481.91,37695.88,11,26,11,20,2,157.75,5.0,0,7787.85,4,4.0,0.0,0.0,1.0
3070,36,Gold,South,Phone,Retired,67042.87,80,17441.54,5775.34,1,28,17,20,11,373.53,20.05,0,5043.57,5,2.0,0.0,1.0,1.0
3071,47,Gold,South,Phone,Retired,39126.29,45,22137.65,16312.16,25,34,10,23,3,242.8,29.6,0,2114.72,2,2.0,1.0,1.0,0.0
3072,60,Platinum,North,Branch,Retired,68342.12,90,26608.02,15909.08,17,30,8,18,10,330.46,64.98,0,8890.82,1,3.0,1.0,1.0,1.0
3073,55,Bronze,North,Branch,Self-Employed,49826.15,75,24379.99,13905.86,23,31,3,22,8,332.26,114.71,1,9115.97,1,1.0,0.0,0.0,1.0
3074,40,Silver,North,Phone,Unemployed,48408.64,66,9903.0,41415.67,9,37,14,17,4,203.74,39.95,0,3922.61,2,7.0,0.0,0.0,1.0
3075,58,Bronze,North,Online,Unemployed,41723.93,53,15087.68,36568.21,25,23,9,18,1,326.64,60.02,0,3354.45,3,1.0,1.0,1.0,1.0
3076,42,Silver,West,Branch,Employed,48155.47,63,11470.3,16628.24,17,29,14,27,12,376.49,43.8,0,1978.76,1,4.0,0.0,0.0,0.0
3077,62,Platinum,South,Branch,Self-Employed,62766.86,10,9762.29,26354.95,4,31,5,17,7,459.93,71.08,0,7639.67,2,8.0,0.0,1.0,1.0
3078,47,Platinum,East,Online,Employed,68405.52,31,25948.62,18767.03,22,36,15,23,10,375.58,41.3,1,1346.96,5,4.0,1.0,1.0,1.0
3079,69,Platinum,North,Phone,Employed,57823.93,86,20899.1,18273.21,18,38,6,23,8,192.56,55.66,0,3851.17,1,9.0,0.0,0.0,1.0
3080,36,Platinum,North,Branch,Self-Employed,51116.1,78,16032.13,19581.36,1,29,9,21,11,196.58,71.93,0,6796.04,4,8.0,1.0,1.0,1.0
3081,23,Silver,North,Phone,Employed,46034.66,51,15921.19,19137.12,11,26,10,22,1,428.48,43.35,0,9597.5,0,2.0,0.0,1.0,1.0
3082,24,Gold,East,Phone,Employed,52487.89,64,11215.33,4867.74,3,31,6,14,11,479.01,38.25,0,4152.62,1,1.0,0.0,1.0,0.0
3083,54,Silver,North,Phone,Employed,47846.28,96,2326.36,15155.73,13,27,5,22,1,299.11,70.93,0,5494.77,3,8.0,1.0,1.0,1.0
3084,22,Bronze,East,Online,Retired,56843.74,40,6990.38,22856.86,7,42,8,27,9,359.97,81.63,0,2919.87,2,1.0,0.0,0.0,0.0
3085,67,Platinum,South,Phone,Self-Employed,53010.48,37,0.0,18122.46,19,27,8,28,6,410.06,15.57,0,5082.34,1,3.0,0.0,1.0,0.0
3086,52,Platinum,South,Phone,Retired,55972.21,56,17841.23,5749.34,27,35,14,15,10,322.29,70.05,0,8764.57,1,2.0,1.0,1.0,1.0
3087,51,Bronze,South,Branch,Employed,51350.62,16,5427.69,6438.94,22,28,6,20,5,604.71,54.47,0,0.0,1,4.0,0.0,1.0,0.0
3088,39,Silver,West,Branch,Employed,27401.99,20,1445.34,0.0,22,30,9,23,4,345.68,41.04,1,3407.49,1,4.0,0.0,0.0,0.0
3089,65,Gold,East,Online,Retired,55411.34,43,28360.35,27417.42,8,30,10,23,12,364.53,71.28,0,4490.59,2,4.0,0.0,1.0,1.0
3090,32,Gold,North,Online,Employed,47414.11,26,971.38,15268.28,25,31,11,19,14,411.67,5.0,0,4009.78,2,9.0,0.0,1.0,1.0
3091,49,Bronze,North,Branch,Self-Employed,57620.18,70,24696.82,16393.23,15,21,13,30,6,545.55,52.43,0,6209.71,3,4.0,0.0,0.0,1.0
3092,40,Gold,North,Branch,Unemployed,40030.23,8,16232.8,32967.29,25,25,13,16,4,272.45,58.18,0,7423.16,3,4.0,1.0,0.0,0.0
3093,55,Silver,North,Online,Retired,54624.38,13,8427.4,15068.13,11,37,6,18,1,441.56,10.27,0,6559.86,0,6.0,1.0,1.0,1.0
3094,60,Silver,West,Phone,Unemployed,62472.48,11,20767.84,19360.4,25,31,15,21,11,222.28,60.24,1,7810.78,2,6.0,0.0,1.0,1.0
3095,29,Bronze,North,Online,Unemployed,67252.05,48,7773.0,16628.42,15,26,20,16,4,357.77,48.76,1,3019.54,1,5.0,0.0,0.0,1.0
3096,65,Silver,West,Phone,Unemployed,87461.23,37,5924.74,23699.81,8,27,9,12,2,298.48,97.08,0,8912.14,3,2.0,0.0,0.0,1.0
3097,40,Platinum,East,Branch,Retired,47460.88,34,23292.01,11331.47,8,23,11,27,2,242.38,62.78,0,7017.83,6,10.0,1.0,0.0,1.0
3098,57,Bronze,South,Branch,Employed,71791.33,98,14422.45,971.1,25,46,5,19,10,138.18,46.69,0,2608.7,2,9.0,1.0,0.0,1.0
3099,39,Silver,North,Branch,Self-Employed,67899.67,78,27993.8,15112.66,7,27,11,20,8,323.7,45.48,1,11082.67,3,2.0,0.0,0.0,0.0
3100,18,Bronze,South,Phone,Employed,65329.44,13,13955.36,8574.95,2,35,8,18,7,90.11,51.58,1,2814.02,1,4.0,0.0,0.0,1.0
3101,68,Gold,East,Online,Self-Employed,41918.59,44,15336.5,18988.18,5,43,11,29,9,327.77,20.88,0,3070.83,0,5.0,1.0,1.0,1.0
3102,68,Silver,East,Phone,Employed,46752.15,84,6694.04,34863.98,2,19,15,16,9,169.02,64.22,0,2829.1,3,1.0,1.0,0.0,0.0
3103,64,Platinum,North,Online,Unemployed,54420.79,16,4305.02,12545.43,12,21,5,23,13,372.19,70.79,0,8660.86,3,9.0,0.0,0.0,0.0
3104,60,Silver,East,Online,Unemployed,43313.07,83,11825.02,13192.12,26,34,4,23,2,310.03,33.0,0,3743.69,0,10.0,1.0,1.0,0.0
3105,37,Bronze,South,Online,Self-Employed,64860.66,44,0.0,32076.6,10,28,15,22,13,247.5,45.8,0,0.0,0,6.0,1.0,0.0,0.0
3106,29,Bronze,North,Branch,Retired,40781.92,25,10345.45,34041.41,18,26,8,31,7,282.15,69.22,0,3741.12,3,3.0,1.0,0.0,1.0
3107,46,Silver,West,Online,Employed,40823.61,38,5701.78,37809.91,10,31,18,33,7,415.55,40.61,0,8443.21,1,5.0,0.0,1.0,1.0
3108,20,Platinum,North,Branch,Unemployed,39412.94,82,19248.64,22132.46,12,30,8,15,1,400.17,46.01,0,863.02,1,3.0,1.0,1.0,0.0
3109,37,Platinum,South,Online,Self-Employed,68912.74,12,26905.65,13453.18,27,21,8,21,13,337.36,59.62,0,1374.7,3,4.0,0.0,0.0,1.0
3110,42,Platinum,North,Online,Employed,21874.89,2,3722.2,10051.61,23,34,9,24,1,226.17,44.64,0,4842.27,6,4.0,1.0,0.0,0.0
3111,50,Bronze,North,Branch,Self-Employed,47247.08,68,5477.62,35693.41,3,27,11,18,5,421.44,42.46,0,7676.15,0,9.0,1.0,1.0,0.0
3112,31,Silver,South,Branch,Retired,56230.69,61,9891.01,16263.27,19,28,10,20,3,121.47,5.0,0,1919.0,1,5.0,1.0,1.0,0.0
3113,40,Gold,North,Phone,Retired,76949.98,79,13582.55,12449.95,15,29,6,23,1,506.19,17.83,0,1756.43,0,10.0,1.0,1.0,1.0
3114,62,Bronze,North,Online,Employed,47895.87,96,10353.42,10731.02,8,32,11,25,11,278.41,37.3,0,1986.9,5,8.0,0.0,1.0,0.0
3115,47,Platinum,South,Branch,Retired,63142.61,23,2138.86,18481.31,2,29,10,19,4,276.32,50.37,0,3877.65,0,9.0,0.0,0.0,1.0
3116,68,Silver,East,Phone,Employed,59556.79,51,7202.75,15583.28,23,19,12,19,3,253.74,32.23,1,10341.97,2,3.0,1.0,0.0,1.0
3117,46,Platinum,South,Phone,Employed,33939.97,33,13142.61,17238.66,27,24,13,16,12,52.87,25.02,0,2843.98,1,8.0,0.0,1.0,0.0
3118,54,Gold,North,Branch,Retired,61517.66,28,17677.02,8161.79,21,38,10,25,4,393.39,39.04,0,3270.71,4,10.0,0.0,0.0,0.0
3119,56,Platinum,West,Online,Self-Employed,30818.96,7,2976.39,8224.07,19,35,10,22,4,443.68,26.57,0,12253.45,3,6.0,1.0,0.0,0.0
3120,53,Platinum,West,Phone,Self-Employed,49852.33,39,16427.15,13413.93,4,25,11,15,10,371.36,14.99,0,6941.46,2,8.0,0.0,0.0,1.0
3121,18,Gold,South,Online,Employed,30737.03,46,28775.64,25444.06,26,33,6,19,3,297.68,42.81,0,3778.34,3,7.0,1.0,1.0,0.0
3122,52,Silver,West,Online,Unemployed,56612.3,94,0.0,22126.56,25,48,12,19,13,335.87,93.51,0,4551.16,2,6.0,1.0,1.0,1.0
3123,55,Bronze,North,Phone,Employed,75239.94,69,0.0,40594.22,9,30,7,22,10,250.16,5.0,0,7066.02,2,4.0,1.0,0.0,0.0
3124,26,Silver,North,Branch,Self-Employed,50508.06,91,11575.94,26335.75,28,28,12,16,10,468.1,60.14,0,3185.34,2,5.0,1.0,0.0,1.0
3125,37,Gold,South,Online,Employed,40890.15,28,19953.33,9496.19,15,32,12,17,3,256.57,44.02,0,7421.27,3,9.0,0.0,1.0,1.0
3126,22,Platinum,North,Branch,Self-Employed,67771.16,3,4455.83,20173.68,8,31,9,11,14,451.64,53.21,0,10527.08,4,2.0,1.0,1.0,1.0
3127,67,Silver,East,Phone,Retired,55436.76,74,12923.42,18711.29,23,40,8,19,3,62.53,80.05,1,1804.07,1,2.0,1.0,1.0,1.0
3128,62,Bronze,North,Online,Employed,68409.11,13,4253.4,14798.23,21,35,11,22,10,347.47,7.19,1,6800.27,2,1.0,0.0,1.0,1.0
3129,29,Gold,South,Branch,Employed,18917.97,40,7926.45,22400.73,7,33,10,22,10,108.48,59.16,0,3292.63,2,1.0,1.0,1.0,0.0
3130,55,Silver,East,Branch,Retired,23963.99,90,10237.08,25995.85,0,33,17,24,13,49.81,85.53,0,1418.62,2,4.0,1.0,1.0,0.0
3131,42,Bronze,East,Online,Retired,46175.8,59,13494.49,12896.21,27,26,8,23,11,525.57,33.63,0,4806.39,1,2.0,0.0,0.0,1.0
3132,26,Gold,West,Branch,Unemployed,80266.64,56,2166.26,15630.97,20,34,6,25,10,211.61,65.29,1,9683.26,2,7.0,1.0,0.0,0.0
3133,44,Bronze,North,Branch,Retired,17696.18,21,14471.61,30152.38,16,27,10,25,12,226.15,11.53,0,4621.89,2,8.0,0.0,1.0,0.0
3134,44,Gold,South,Phone,Unemployed,44273.43,15,0.0,18080.42,0,24,6,21,2,521.49,100.82,0,5464.55,2,1.0,0.0,1.0,0.0
3135,57,Platinum,West,Phone,Retired,46913.5,28,14610.23,16321.67,6,37,7,21,7,281.55,22.61,0,2611.83,1,6.0,1.0,1.0,1.0
3136,35,Silver,West,Branch,Self-Employed,62328.82,51,10021.4,31102.72,19,35,7,25,14,376.41,53.68,0,7651.24,3,5.0,0.0,0.0,0.0
3137,45,Bronze,North,Branch,Employed,42470.12,99,4558.13,25432.46,11,27,13,18,2,327.52,12.9,1,3854.02,4,10.0,0.0,0.0,0.0
3138,29,Gold,North,Online,Retired,55084.9,46,7742.46,35050.2,10,29,10,19,1,137.6,42.38,0,4109.95,1,7.0,1.0,1.0,1.0
3139,23,Bronze,South,Phone,Self-Employed,49622.17,51,15096.47,18513.69,1,31,11,21,12,206.74,90.3,0,7200.05,0,5.0,0.0,1.0,1.0
3140,35,Bronze,West,Online,Retired,41055.13,68,11244.14,23155.49,26,27,12,20,9,173.87,61.93,0,3964.07,4,10.0,0.0,0.0,1.0
3141,25,Silver,South,Branch,Employed,72367.5,14,4539.73,28133.29,0,30,8,22,6,249.83,24.38,1,5016.85,3,1.0,0.0,0.0,1.0
3142,31,Platinum,West,Online,Retired,69652.92,78,25048.41,15759.9,8,21,14,23,10,20.0,56.93,0,7174.23,2,6.0,1.0,0.0,1.0
3143,62,Bronze,West,Branch,Retired,55909.86,77,1584.22,23210.08,26,35,9,13,8,127.04,62.21,0,4106.24,0,4.0,1.0,1.0,1.0
3144,57,Gold,West,Phone,Employed,45090.12,90,3565.23,25659.37,29,30,10,17,5,283.66,66.44,0,7034.22,0,1.0,0.0,1.0,0.0
3145,66,Gold,North,Phone,Retired,65234.42,39,18621.44,24388.87,19,29,4,21,10,128.77,62.97,0,8396.58,3,5.0,0.0,0.0,0.0
3146,52,Platinum,West,Branch,Employed,61538.23,28,8385.59,16310.5,12,32,9,19,13,282.05,22.82,1,2735.59,2,5.0,0.0,1.0,1.0
3147,35,Gold,West,Phone,Unemployed,52041.87,7,4979.76,30678.32,14,26,6,18,1,478.34,37.08,0,3301.95,4,4.0,0.0,1.0,1.0
3148,64,Platinum,West,Branch,Retired,42520.49,4,17995.76,22432.04,2,24,10,25,6,437.9,23.48,1,7381.43,1,3.0,1.0,1.0,1.0
3149,58,Gold,East,Online,Self-Employed,45410.68,21,11330.92,15457.16,24,33,16,16,7,381.36,13.09,0,4252.89,1,6.0,1.0,0.0,0.0
3150,65,Silver,North,Branch,Retired,28890.6,22,27256.65,12773.88,9,26,9,33,10,409.48,35.77,0,1092.9,1,3.0,1.0,1.0,0.0
3151,68,Bronze,East,Online,Employed,44361.08,94,23476.28,31755.63,8,42,1,21,8,325.87,61.31,1,6920.46,2,8.0,1.0,0.0,1.0
3152,26,Silver,North,Branch,Employed,52217.31,15,11443.09,22273.18,17,20,10,21,5,383.29,59.1,0,415.63,2,5.0,0.0,1.0,0.0
3153,34,Bronze,South,Phone,Self-Employed,43433.94,7,5061.73,26739.97,4,31,6,23,13,446.32,56.53,0,1960.73,3,5.0,0.0,1.0,1.0
3154,43,Bronze,East,Branch,Self-Employed,51457.34,54,11149.45,17216.82,10,31,8,23,12,437.34,15.31,0,10673.77,1,5.0,1.0,1.0,0.0
3155,37,Bronze,South,Branch,Employed,45693.77,89,7694.23,36486.06,29,22,10,16,9,339.63,51.32,0,7531.2,0,10.0,0.0,1.0,0.0
3156,56,Silver,West,Branch,Unemployed,45820.15,13,25400.15,24399.66,10,30,7,19,14,367.85,120.78,0,3486.03,3,6.0,0.0,1.0,1.0
3157,39,Bronze,South,Phone,Unemployed,69619.46,41,10987.28,35089.25,27,40,11,22,8,307.27,45.81,0,8026.61,4,3.0,0.0,1.0,1.0
3158,38,Silver,South,Branch,Employed,47103.77,25,1093.74,0.0,9,32,4,16,11,149.14,8.95,1,3338.73,3,4.0,0.0,0.0,1.0
3159,24,Platinum,South,Phone,Unemployed,46841.98,5,13075.93,26006.31,2,33,9,20,10,372.37,72.83,0,5176.23,0,7.0,0.0,1.0,1.0
3160,68,Gold,South,Branch,Self-Employed,56710.91,43,1939.07,0.0,11,21,7,21,3,330.87,29.59,0,5929.72,2,8.0,0.0,0.0,1.0
3161,46,Gold,North,Online,Unemployed,68112.55,52,17063.36,27532.44,25,25,10,18,10,302.08,118.96,0,6386.35,3,8.0,0.0,1.0,1.0
3162,23,Bronze,East,Branch,Self-Employed,62457.47,73,40.42,19877.47,8,30,9,19,9,143.27,61.48,0,8726.93,1,1.0,1.0,1.0,1.0
3163,64,Silver,North,Online,Retired,69702.1,32,14498.62,14518.73,22,26,15,18,11,295.14,70.96,1,6499.82,1,8.0,1.0,0.0,1.0
3164,67,Gold,North,Phone,Self-Employed,35827.78,31,19233.56,24930.36,23,19,12,32,1,271.64,43.46,0,5563.11,2,4.0,1.0,0.0,0.0
3165,43,Silver,North,Phone,Retired,61764.27,9,26113.17,12075.95,29,31,8,24,2,133.87,56.61,0,3063.54,1,4.0,1.0,1.0,1.0
3166,59,Silver,South,Branch,Self-Employed,55985.07,64,10910.45,19167.29,0,30,7,16,7,230.05,21.57,0,3826.88,0,8.0,0.0,1.0,1.0
3167,48,Bronze,North,Phone,Self-Employed,60862.05,83,5982.22,1173.7,6,23,8,20,11,261.7,51.18,0,3955.13,2,6.0,1.0,1.0,0.0
3168,63,Gold,East,Branch,Unemployed,60405.59,48,8121.94,17610.37,3,24,9,25,5,421.83,53.2,0,3839.09,2,9.0,1.0,1.0,0.0
3169,28,Bronze,North,Phone,Self-Employed,41618.01,5,5521.68,4050.47,12,18,8,14,13,312.12,39.29,0,2822.39,1,5.0,0.0,1.0,1.0
3170,60,Bronze,West,Online,Employed,36529.59,83,13509.83,23573.56,28,26,11,21,5,297.67,37.7,0,7802.71,2,5.0,0.0,1.0,0.0
3171,68,Gold,South,Phone,Retired,30228.62,11,15720.51,17931.62,14,32,5,16,1,138.99,76.19,0,6816.64,1,9.0,0.0,0.0,0.0
3172,58,Gold,West,Online,Retired,46593.41,94,13225.04,19735.11,28,26,8,11,9,268.62,57.86,0,7016.57,3,5.0,1.0,0.0,1.0
3173,57,Platinum,East,Branch,Self-Employed,55295.59,93,0.0,10266.06,7,29,14,11,6,341.62,36.54,2,10127.75,3,10.0,0.0,1.0,1.0
3174,52,Platinum,East,Branch,Employed,49221.22,94,19214.12,29750.01,28,29,8,27,9,173.87,61.22,0,2307.8,0,7.0,1.0,1.0,0.0
3175,42,Silver,East,Branch,Self-Employed,45152.49,15,18648.0,33297.3,2,35,7,17,5,216.54,41.18,1,7257.83,3,1.0,1.0,0.0,1.0
3176,43,Gold,East,Online,Self-Employed,43510.44,7,17574.19,29188.64,0,42,12,21,3,360.27,106.28,1,3975.6,3,4.0,0.0,0.0,0.0
3177,36,Platinum,North,Branch,Unemployed,44550.32,87,14165.0,8065.19,5,28,9,19,1,152.27,75.21,0,7342.12,3,8.0,0.0,1.0,1.0
3178,54,Silver,South,Branch,Self-Employed,27241.19,75,7909.44,17963.49,17,17,11,24,13,527.58,38.13,2,10156.71,5,1.0,1.0,0.0,0.0
3179,34,Silver,East,Online,Self-Employed,36822.52,83,15847.91,8352.98,4,32,10,25,3,273.36,43.72,0,3470.15,5,4.0,1.0,1.0,0.0
3180,45,Silver,West,Phone,Unemployed,52196.21,33,11643.05,23072.67,0,27,8,24,2,198.55,26.5,0,3211.36,3,10.0,0.0,0.0,0.0
3181,27,Platinum,East,Branch,Unemployed,23479.15,25,12688.75,14303.99,25,36,14,18,6,95.06,60.42,0,3956.4,3,3.0,0.0,0.0,0.0
3182,26,Gold,South,Phone,Employed,45907.33,66,7591.38,24855.15,10,34,9,24,9,184.9,31.38,0,6179.46,0,3.0,1.0,0.0,1.0
3183,39,Bronze,West,Phone,Unemployed,67899.67,78,27993.8,15112.66,7,27,11,20,8,323.7,45.48,1,11082.67,3,2.0,0.0,0.0,0.0
3184,44,Silver,West,Branch,Retired,73034.46,63,27182.34,23755.1,22,37,7,22,5,374.17,77.64,1,9639.09,2,10.0,1.0,0.0,1.0
3185,69,Platinum,West,Branch,Retired,74357.66,90,12503.93,11697.84,16,31,8,14,10,268.94,51.15,0,7723.35,1,10.0,0.0,1.0,1.0
3186,18,Platinum,North,Online,Employed,40703.42,78,17308.01,4283.8,20,33,13,13,7,442.75,88.65,0,5052.38,2,10.0,0.0,0.0,0.0
3187,46,Bronze,East,Online,Self-Employed,58615.8,81,3491.04,43247.14,0,32,14,20,7,450.84,74.09,2,1952.89,1,1.0,0.0,0.0,0.0
3188,39,Bronze,North,Branch,Employed,48671.84,32,9158.77,17308.36,10,26,11,14,10,414.38,46.32,0,8644.23,3,10.0,0.0,1.0,1.0
3189,42,Platinum,West,Phone,Unemployed,48126.18,85,13556.32,38366.9,27,34,10,19,14,511.15,93.07,0,6961.81,1,5.0,0.0,1.0,0.0
3190,65,Gold,North,Online,Self-Employed,55411.34,43,28360.35,27417.42,8,30,10,23,12,364.53,71.28,0,4490.59,2,4.0,0.0,1.0,1.0
3191,32,Bronze,North,Online,Employed,57483.25,8,7709.14,11587.64,8,27,12,15,3,360.27,106.3,1,10016.5,1,7.0,0.0,1.0,0.0
3192,34,Platinum,North,Branch,Employed,47953.67,54,18662.13,4713.32,23,36,6,17,1,101.21,45.78,0,10240.77,2,9.0,0.0,1.0,0.0
3193,28,Bronze,East,Branch,Retired,42839.83,27,8923.87,26706.73,23,32,10,21,10,258.52,63.98,0,8763.08,2,4.0,1.0,1.0,1.0
3194,46,Gold,West,Branch,Employed,46380.28,10,1140.27,26829.74,29,39,10,13,9,248.83,22.25,0,5944.01,6,6.0,1.0,0.0,1.0
3195,28,Silver,West,Branch,Self-Employed,21332.61,5,15059.3,20158.38,16,29,7,21,7,344.09,57.26,1,8260.84,2,5.0,1.0,0.0,0.0
3196,54,Bronze,East,Online,Employed,57243.95,96,6023.59,33897.43,26,23,10,27,5,135.53,39.54,0,7040.51,2,3.0,0.0,0.0,0.0
3197,52,Gold,North,Online,Employed,26824.15,56,18940.18,0.0,27,34,9,13,12,111.67,42.09,0,3271.14,1,1.0,0.0,0.0,0.0
3198,33,Platinum,North,Online,Unemployed,59600.4,22,17049.3,15581.99,1,43,12,23,10,422.68,81.96,0,2572.85,4,3.0,0.0,0.0,1.0
3199,24,Bronze,South,Phone,Employed,56206.31,70,4441.3,28234.14,16,32,10,19,6,518.98,25.86,0,10137.09,3,5.0,1.0,0.0,1.0
3200,53,Bronze,South,Online,Self-Employed,59248.69,19,4166.51,27392.42,6,35,11,24,11,195.53,58.77,0,6917.57,1,8.0,0.0,0.0,0.0
3201,29,Platinum,South,Online,Retired,16700.16,47,14255.41,18669.25,5,33,9,17,13,446.92,89.5,0,0.0,3,10.0,0.0,0.0,0.0
3202,49,Silver,East,Branch,Retired,61923.85,14,1568.1,24256.31,13,33,10,18,5,324.96,80.54,2,2453.68,0,3.0,0.0,1.0,1.0
3203,25,Platinum,West,Online,Retired,55924.37,92,0.0,16967.1,2,28,12,25,4,403.26,12.73,0,3780.22,0,2.0,0.0,1.0,1.0
3204,29,Bronze,South,Online,Retired,40341.92,22,3163.09,35410.04,10,30,12,22,1,271.59,59.23,0,9961.7,1,1.0,1.0,1.0,0.0
3205,38,Platinum,West,Online,Unemployed,25171.63,6,21985.59,22451.74,12,33,5,23,3,191.81,89.93,0,7547.62,2,1.0,0.0,0.0,0.0
3206,38,Gold,West,Branch,Self-Employed,41315.24,5,12178.55,14969.89,27,22,7,13,10,393.75,34.01,0,4597.35,1,10.0,1.0,1.0,0.0
3207,54,Platinum,West,Online,Unemployed,54295.8,68,0.0,15252.14,18,23,7,17,1,325.24,69.08,0,7436.2,0,8.0,0.0,1.0,1.0
3208,35,Bronze,East,Online,Retired,69168.15,23,0.0,8063.91,24,28,11,14,2,333.01,47.12,0,6906.29,1,4.0,0.0,1.0,1.0
3209,29,Platinum,East,Phone,Unemployed,70387.84,81,13431.29,38500.61,4,31,8,16,3,133.2,70.04,0,6846.94,2,3.0,1.0,1.0,1.0
3210,30,Silver,East,Phone,Employed,44483.23,86,12037.23,20691.11,17,28,10,13,10,397.07,47.62,0,0.0,2,1.0,0.0,1.0,1.0
3211,57,Platinum,East,Phone,Self-Employed,40727.37,98,0.0,26270.41,18,33,12,13,1,261.07,32.31,0,0.0,3,7.0,1.0,1.0,1.0
3212,59,Silver,South,Phone,Employed,45491.96,3,9246.88,14996.55,10,32,9,19,10,460.64,24.41,0,6719.03,1,5.0,0.0,0.0,1.0
3213,57,Gold,North,Branch,Unemployed,75464.36,95,12201.88,32410.53,27,32,10,18,5,354.62,64.99,0,6353.96,4,4.0,0.0,0.0,1.0
3214,43,Silver,North,Phone,Employed,59661.86,86,16656.02,16262.93,1,34,17,14,4,424.91,11.12,0,8317.64,2,4.0,1.0,0.0,1.0
3215,40,Platinum,North,Online,Unemployed,41741.99,25,8131.63,14996.89,1,31,11,21,10,301.55,89.32,0,7036.88,1,10.0,0.0,0.0,1.0
3216,47,Bronze,South,Phone,Unemployed,62010.53,76,1508.6,3432.41,3,21,9,22,8,53.07,59.32,0,8124.85,2,10.0,1.0,1.0,1.0
3217,47,Silver,North,Branch,Self-Employed,49638.06,66,1601.48,11805.49,16,24,9,14,6,338.24,56.53,0,6465.02,2,4.0,0.0,0.0,1.0
3218,44,Gold,South,Phone,Self-Employed,53340.74,34,11559.75,20249.75,11,34,11,19,9,325.71,112.12,0,4153.59,3,10.0,1.0,0.0,1.0
3219,34,Silver,South,Phone,Self-Employed,45974.47,31,13559.23,10436.66,21,30,10,19,4,297.69,61.3,0,3097.37,1,4.0,0.0,1.0,0.0
